album_type,album_id,album_name,artist_id,artist_names,release_date,popularity
single,25eMUZJOY6nhsIZl9D5WUb,911 (Sofi Tukker Remix),1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2020-12-04,57
single,2sTMGRR7N6AwnpFJssGeUs,911 (Bruno Martini Remix),1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2020-12-04,43
single,1hdxjlrPl1jYXEuezfUayL,911 (WEISS Remix),1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2020-12-04,35
single,5lmqvqSTMlKqSrM8EtGmhe,Smack DVD (feat. Kanye West),0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,2020-11-27,64
album,0N091826fEGbqVB1NnKguC,"2K20, Pt. 1 (Live)",4VMYDCV2IEDYJArk749S6m,Daddy Yankee,2020-12-04,54
single,7BZblgdX1lrGf0sdu0MG3P,Homesick,3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,2020-12-04,43
album,0GCdNGxRjXebN5qe4Sm67z,6-Pack,3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line,2020-12-04,30
single,1vlgEBezFraFDhkFPcUSbo,Huracheee,329e4yvIujISKGKz1BZZbO,Farruko,2020-12-04,48
album,7v9X4S8SFPAgbhCQOM6RuR,Limbo (Deluxe),3Gm5F95VdRxW3mqCn8RPBJ,Aminé,2020-12-04,65
single,380S59TBAd6OY48Rfye0RE,Doggy Dogg Christmas,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,2020-11-27,40
album,0jJEiaA2W9eFhTXC1EGMqG,Nightmare Vacation,2OaHYHb2XcFPvqL3VsyPzU,Rico Nasty,2020-12-04,65
album,5M1cOYkcEY6fGNUyod2pvx,weird!,6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,2020-12-04,70
single,2r50ydw2FOuiffavTsvXAM,The Parables,0huGjMyP507tBCARyzSkrv,Cordae,2020-11-24,66
single,4nwihUbvLIf8bkK2i5WK9p,Virgo Sun,4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,2020-11-27,42
single,3ql8XHOlb8maExYJmLGgKB,Virgo Moon,4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,2020-12-04,34
single,2z5swLenXPUPG79UfLU51I,Stay Next To Me (with Chelsea Cutler),3ApUX1o6oSz321MMECyIYd,Quinn XCII,2020-12-04,60
album,7Heaa0B4KOxdWhSICTR2wE,Live at the Royal Albert Hall,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2020-12-04,70
single,5bh5kgZddiyd5ObXOP9Exu,Christmas Saves The Year,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,2020-12-08,0
album,3ORZJooQn1piUEFhHYd1W1,Mafia Bidness (Deluxe),4tYSBptyGeVyZsk8JC4JHZ,Shoreline Mafia,2020-11-27,61
album,00wSTrFxoSzA7eeS1UxHgd,Sin Miedo (del Amor y Otros Demonios) ∞,1U1el3k54VvEUzo3ybLPlM,Kali Uchis,2020-12-04,43
single,4sHYxuM0PzCeXUsDRh1AM2,Chain Gang (From The Motion Picture Soundtrack Of One Night In Miami...),3cR4rhS2hBWqI7rJEBacvN,Leslie Odom Jr.,2020-12-08,0
single,70KAbDjO08A8nfTLShbraZ,"Quiet, Heavy Dreams",40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,2020-11-27,63
single,6xpxMAUhk8hiDTa5zT7F86,KAI - The 1st Mini Album,6iVo62B0bdTknRcrktCmak,KAI,2020-11-30,75
single,4l5bLOtUFmUkD9RbsvJV9R,Dicked Down in Dallas,15tTVhFpH8EFXeDgO9xkRO,Trey Lewis,2020-12-01,66
single,3RjX0PnYherdDTp2MWq0G1,acting like that (feat. Machine Gun Kelly),6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,2020-12-02,64
single,2LV1P9aqTjSnQT3ElLyoxZ,Arabella (Live At The Royal Albert Hall),7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2020-12-02,44
album,01wNAJemmGxxn5gmIhJ3GQ,The Lost Remixes,3aQeKQSyrW4qWr35idm0cy,T-Pain,2020-12-04,43
album,5Oj9ZSzPQOfyTUJDKytirZ,G.I.H.F.,0gg11prPP6OqtUvBcKnPpq,Rylo Rodriguez,2020-11-27,65
single,70lUHXcTpVx3USLcZzsSzk,So Heartless,1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2020-12-02,51
album,38VhvPVMMByXV5tjzvU03H,Bedtime Stories Pt. 3,77aATgrzmuoRjmqxPcEIHU,brillion.,2020-11-24,70
album,6m5qlaMzLtNsQDj3DQY5ji,The Lo-Fis,57vWImR43h4CaDao012Ofp,Steve Lacy,2020-12-04,63
single,7sOD9D9S485QMfKVOc3DBc,"Baby, I'm Jealous (feat. Doja Cat) [Natti Natasha Remix]",64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,2020-11-27,59
album,7CUmEkXzsnL13LU8XQnlbC,FAMILY,1m7LSAMIB1BErIHYSOn32W,DJ Scheme,2020-12-04,67
album,5vL6vinpOUVWOV2T8VjL4H,Breath of Love: Last Piece,6nfDaffa50mKtEOwR8g4df,GOT7,2020-11-30,73
single,7q9ZDjjiUmI8QtR2TAu9xS,So Heartless,1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2020-12-02,16
album,0n5LA95QYWAs9wwkkA8Sji,Death Of An Optimist,4ZgQDCtRqZlhLswVS6MHN4,grandson,2020-12-04,64
single,3oT93rOX5kUGzxllp5iMmC,ADOLESCENCE,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,2020-12-04,37
single,6Er2phjif5umoFiEFAsUxR,mars,6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,2020-11-27,64
album,4ZAcg9Y4vCRGrkTWroSKsk,Wish Me Well 3,5Berubt6ysOy2LCMyqhmXP,YFN Lucci,2020-12-04,61
album,6ubUYaRwM1Zey1VqpGbvG9,John Williams - Film Scores,3dRfiJ2650SZu6GbydcHNb,John Williams,2020-11-27,39
single,1zucJVTqrjpyZKgjFWq6ms,Swimming In The Stars,26dSoYclwsYLMAKD3tpOr4,Britney Spears,2020-12-02,62
single,0krfGu8Xf8xZGOeEcQUjai,BEBÉ,28gNT5KBp7IjEOQoevXf9N,Camilo,2020-11-25,71
single,0bOFeg0VbNsscC0Kq4Ca5r,Paper Thin (Headhunterz Remix),45eNHdiiabvmbp4erw26rg,ILLENIUM,2020-11-30,50
album,5o1mQH493nGffEPnxekTR6,Welcome To 4 Vegas,44IvvHRk2XF243QLA2VOa8,Stunna 4 Vegas,2020-11-27,61
single,08uPLhCS7XRLA8r2Ww38yj,Free Me,45gHcnDnMC15sgx3VL7ROG,42 Dugg,2020-11-25,51
album,1bOe91hwJ86djRfpQdknmb,Southern Symphony,1E2AEtxaFaJtH0lO7kgNKw,Russell Dickerson,2020-12-04,58
single,12X0NZhNTn734YUWNL6Ojo,"Let's Love (feat. Sia) [Vintage Culture, Fancy Inc Remix]",1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2020-11-27,59
single,3YxF7jTnpdNepWbO42f8lH,BORDER : DAY ONE,5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,2020-11-30,75
single,0nHqEOqyUQOP86pIc6lt1D,Holiday Stuff,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,2020-12-05,37
album,6jyVmM4JOjBSzJqSa4fRaI,CYR,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,2020-11-27,64
single,3a9jHD4jj7qcrbbVbeCjMo,Lotus Inn,2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,2020-12-04,61
single,5mYA1xtAG0ZzC91iRQESzb,Country,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,2020-11-27,40
single,6NarrauPROaPsbIsOUXBK9,Turning Blue & Lonesome,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,2020-12-04,27
album,7uPQWVjtkDOem4TfdB54Fa,THE HUSTLE CONTINUES,5gCRApTajqwbnHHPbr2Fpi,Juicy J,2020-11-27,35
album,6Uz65rZH5hnky1CF7pZOMM,weird!,6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,2020-12-04,53
album,7wKG0dj8OkLjuQ0ds9wIMs,Limbo (Deluxe),3Gm5F95VdRxW3mqCn8RPBJ,Aminé,2020-12-04,30
single,6QBU7cSVtQ4gtarssZnSEj,Feeling Good (feat. Snow Tha Product & CNG),0elWFr7TW8piilVRYJUe4P,Natanael Cano,2020-12-04,51
single,4P3x3MxVxNUBN0y7z98RC3,Trust,14CHVeJGrR5xgUGQFV5BVM,Fivio Foreign,2020-11-27,60
single,4gj29oc0vz1qPuosvrkt8B,Dreams (feat. Lanie Gardner),1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2020-12-04,59
single,4fFFNKR2qzZdgcU7moUXwf,Teenage Dream,5edcHuf8pWH3I00WTorajM,Kidd G,2020-11-26,61
single,5C8PG8jp8zpr2fVCikWT0p,Navidad Rock,2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,2020-12-04,36
single,06CC7BEzIgw7a9zkKQKsOE,The Captain Is Drunk,3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,2020-12-04,51
single,7sR2iW8aYLKgE0R2fLgXOA,Ave Maria,2feDdbD5araYcm6JhFHHw7,Labrinth,2020-12-04,36
single,1MiXGHJ8cuNOiNIC43hqw9,Free Me,45gHcnDnMC15sgx3VL7ROG,42 Dugg,2020-11-25,18
single,2KGNQmq4gpzmdaIcAgJdVe,I CAN'T STOP ME (English Version),7n2Ycct7Beij7Dj7meI4X0,TWICE,2020-11-30,59
single,2QF9DpWDASJYLc1lMGMJ29,acting like that (feat. Machine Gun Kelly),6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,2020-12-02,44
single,55uKsFddd4qDIebdkDP74R,Goosebumps EP,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,2020-12-04,59
single,4LIQzOOzHOUnjnDH7j0EbV,Amor de Invierno,0XwVARXT135rw8lyw1EeWP,Christian Nodal,2020-12-04,34
single,5E01iJJzDNntn9cWiiGZxj,mars,6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,2020-11-27,40
album,18pN6ovdqBSdM3R8SVnlTe,"Country Things, Vol. 2",4sTFGCigAQIUiEy8wSSQNF,Granger Smith,2020-11-27,60
album,46oTONm08luVt3Ei8lN1wA,Mafia Bidness (Deluxe),4tYSBptyGeVyZsk8JC4JHZ,Shoreline Mafia,2020-11-26,26
album,634HKwD4iExjgyWjhp4oxV,Extinction Level Event 2: The Wrath of God (The Deluxe Edition),1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,2020-11-27,51
album,1wYxighrXciRyM6KjF5Gv2,Christmas Blues,30DhU7BDmF4PH0JVhu8ZRg,Sabrina Claudio,2020-11-27,65
album,7kMLaUdwvSVUtYFtBT7znC,Viva México (En Vivo),1dKdetem2xEmjgvyymzytS,Grupo Firme,2020-11-25,53
single,23PA6HHdztHmSfmGJucjBt,Ranchero Hasta las Cachas,0my6Pg4I28dVcZLSpAkqhv,El Fantasma,2020-11-27,46
album,1TTRKFwM6ccmHdEpt37L7Z,A Holly Dolly Christmas (Bonus Version),32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,2020-12-04,44
single,4UDOk13FPOmDzf0oEzWjYL,Let Me Reintroduce Myself,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,2020-12-07,0
single,6q9TTDlYw8iXwe56Pdaho5,Delta Waves: Binaural Beats for Sleep,4rXABp4A7KjG9elWFNAbO4,Miracle Tones,2020-11-27,32
single,0Oq1q8ai0vY3uwVOpfYnGl,Puppy for Hanukkah,3twuAojvYNrlWZpMkxLm3P,Daveed Diggs,2020-12-04,33
album,7naqgpQKuVMIleZDQ1KnTo,Extinction Level Event 2: The Wrath of God (The Deluxe Edition),1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,2020-11-27,40
single,4aMNVrwGdzxra0YjpiKrRo,Enloquéceme,1dKdetem2xEmjgvyymzytS,Grupo Firme,2020-12-01,42
single,0refpAE5wKgOzXc5mw5jKJ,Theta Waves: Binaural Beats for Deep Meditation & REM Sleep,4rXABp4A7KjG9elWFNAbO4,Miracle Tones,2020-12-04,23
single,4bRzY03Ik2xuETyr1NDED4,Whoever's In New England,6zLBxLdl60ekBLpawtT63I,Cody Johnson,2020-11-27,49
single,1shizbGdnPP04f4hW0e4uD,Old Dominion: Band Behind the Curtain,6y8XlgIV8BLlIg1tT1R10i,Old Dominion,2020-12-04,47
single,3S6zGO3RPGwwnbZQIDnSFS,No Negotiations,1tG7s7S4sq2eFFW0QZyLbm,Sheff G,2020-12-02,52
single,6k6icSvajYf35tyX6M9uhc,Fallin’ (Adrenaline) [Acoustic],2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,2020-11-27,52
single,5H6lxubLtZamdoXEmVmcbz,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),6pBNfggcZZDCmb0p92OnGn,Chase Rice,2020-11-30,58
single,4HbgSDhY7du72um4tmMpgc,'Tis The Season,4mxWe1mtYIYfP040G38yvS,Alan Jackson,2020-11-27,34
album,1sD6N6V0EtR5Ev47m6jts6,Bach Winter Nights,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-30,52
single,0fQvoqVkqlI1bX2azY2FXd,A Season of Love: The Holiday Party Songs!,73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,2020-12-03,16
single,7dQnGAPXxqTsQGXgKZu7he,A Friendly Warmth,0WCCipy2qiobvuygnTMdkC,tender spring,2020-11-28,64
album,2c3E1sKcWvcIt1lxYbiqgv,Desde El Cantón (en Vivo),44mEtidu0VdRkIqO4IbkNa,Marca MP,2020-11-26,56
album,4G0Sc7oeBh0AbSMvrKtscr,"New Empire, Vol. 2",0CEFCo8288kQU7mJi25s6E,Hollywood Undead,2020-12-04,57
single,1duueBDPKmE8smR3QUwxZU,Opp Stoppa,3gGUMEwIX6XodWsYEvKSal,YBN Nahmir,2020-11-25,57
single,5j9vFsTPY5wKRdmZcuoUN6,Static,4nXOZlYoAD67hF9aUEncMY,Pouya,2020-12-04,45
single,2WOUC7JXIa4VczEku7jDTb,A.I. With The Braids,0NbfKEOTQCcwd6o7wSDOHI,The Game,2020-11-27,56
album,6cXQm6ZJttZOBEjv0ubFgg,Baroque Feel Good,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-29,44
album,1kmeW29anl1Paw9hRd3kln,Christmas with Bach,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-28,38
single,6CNZkscxGoPJworgHnqHuD,"Bach: Well-Tempered Clavier, Book 2 (Excerpts) - Prelude and Fugue No. 17 in A-Flat Major, BWV 886: I. Prelude",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-27,34
album,7KtRdLYiGoKSM4YwDI4RYU,ENERGY (Deluxe),6nS5roXSAGhTGr34W6n7Et,Disclosure,2020-12-04,52
album,3vNhEAOr8So9b2iETE6Jtu,Bach for a Winter Day,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-06,37
album,5qrzkpX29wP4LrZGn40NYb,J.S. Bach: French Suites BWV812-817,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-27,34
album,3kBR1c9Q2OIsyNDykaxvau,Red Rocks Live,2v7wIbCkIzxOfT3GnqCexD,Cody Jinks,2020-12-04,47
album,0VsbVGLAQ6SF3DRVw33C1d,Relaxed Holidays with Bach,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-05,32
single,4Z31ZtSbHbEMQAi5ZArKiv,In The Morning,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,2020-11-27,61
single,6Tlx3Ydos7Z7tZFbAGHEco,Bach: Harpsichord Concerto No. 1,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-27,28
album,6mZGJltm247024nnFGpebX,"J.S. Bach: Magnificat, BWV 243 & Orchestral Suite No. 3, BWV 1068",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-04,29
compilation,5GcunXDfAK4yIxb3v25tNn,Martin Garrix presents STMPD RCRDS Vol. 003,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,2020-11-27,60
album,1nn4TtfkckkxUiIla5rjvU,Karl Richter - The Organist,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-28,26
album,0O3pEuzSn63pR2Jas7m52p,Relaxing Barroque,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-05,26
single,4jSt9sh6gmOv4MiPdnoLM8,"J.S. Bach: Prelude & Fugue in C Sharp Minor (Well-Tempered Clavier, Book I, No. 4), BWV 849 [Musical Moments]",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-04,24
album,3ALm8XceK6yZe6ffa3rlgx,"Bach: Cantata, BWV 199",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-04,24
album,6KrdTrhzF79lniSgKHut0A,Bach Happy Melodies,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-05,23
single,0t6C251Iil68kDUoo9CZFn,"Partita No. 5 in G Major, BWV 829: I. Praeambulum",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-04,17
album,3cZMcAScv1NicpXLGEZmEQ,J.S. Bach: Violin Concertos,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-04,7
single,5PxzK1tQO4ZjQ0ZsGZfMN1,"Bach: Violin Partita No. 2, BWV 1004",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-04,8
single,2ZrTfVAvkQMcMx9InEhzBi,"Cello Suite No.1 in G Major, BWV 1007 (Violin Version)",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-30,0
single,5exglJEpmx8ssCZsB7vNJz,"Cello Suite No.1 in G Major, BWV 1007 (String Orchestra)",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-11-30,0
album,5wUruGyyeLwIVwMnLonUmN,Bach For The Brain,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,2020-12-07,0
single,4vA7xDvNt4pS9aRvGD8T7e,Never Change,0RESbWvOMyua0yuyVrztJ5,Key Glock,2020-11-29,43
single,5DrZQfIAUqXbiZ3M5mYodr,Fallin’ (Adrenaline) [James Hype Remix],2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,2020-11-26,25
single,1EGlv1JGCUPolWU4qv7bsK,Monsters (feat. Demi Lovato and blackbear),46gyXjRIvN1NL1eCB8GBxo,All Time Low,2020-12-04,52
single,5033fnpkUANo1k4jlz9jqQ,DoGG (feat. Sonny Digital),5ndkK3dpZLKtBklKjxNQwT,B.o.B,2020-12-04,44
album,4zKd7rKQ7dXKXEEGcRoFNN,Selena: The Series Soundtrack,6IE6z7DcZIT4Ml3Fh5Ivch,Selena,2020-12-04,59
single,4dyYkcJSIZkDkGSkv5qTjo,The Secret of Christmas,0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,2020-11-24,44
single,4vKC1XAYYmIdvWfeyMct0t,Do It All Over (feat. Marc E. Bassy),7DMveApC7UnC2NPfPvlHSU,Cheat Codes,2020-12-02,56
single,7EEhUAhzyXzEGo0aZNX1rK,No Me Acostumbro,3E6xrwgnVfYCrCs0ePERDz,Wisin,2020-12-03,58
single,0rRmn2Y11t41spl9rYaxLC,Poco,0vR2qb8m9WHeZ5ByCbimq2,Reik,2020-11-25,65
single,0qYjzau2Qv8fBzM6C9FNLX,Family,4STHEaNw4mPZ2tzheohgXB,Paul McCartney,2020-11-27,35
album,4eInBhVYqMOje3a0Aw2KLo,"New Empire, Vol. 2",0CEFCo8288kQU7mJi25s6E,Hollywood Undead,2020-12-04,52
single,4ZdRvkHcJzmDhweKxFdjUw,One Whole Day (feat. Wiz Khalifa),3DKkhRCGOG4e8IUPYFPfWs,Dixie D’Amelio,2020-12-04,62
single,7pM4I0gQuG7mwlIU82yYO7,Love,4STHEaNw4mPZ2tzheohgXB,Paul McCartney,2020-12-04,32
single,6eDPr1OITei7OaIPmVhfO2,Excuse My Pain,2eqoJbzUGDwys5ENUkbT3h,J.I the Prince of N.Y,2020-12-04,51
album,3zLMIw0wBGpIaGNox8oiKH,Maverick City Christmas,58r1rB5t3VF5X6yXGPequV,Maverick City Music,2020-11-25,56
single,20dzoy9yTlpjsdpD7Fj8yE,Rudolph the Red-Nosed Reindeer,0MeLMJJcouYXCymQSHPn8g,Sleeping At Last,2020-12-07,0
single,4QyDHU32PKFzWtiTJaaj47,Stuntin' On You (feat. DDG & Dame D.O.L.L.A.) [Remix],1MXZ0hsGic96dWRDKwAwdr,Tyla Yaweh,2020-12-04,49
single,6Sb6hDPCP4l03T9B9ituFt,nothinglastsforever,5TbLOwv8BNnik3f03NZJlt,TOKYO’S REVENGE,2020-11-27,56
single,2c5SbtH4woFXGmaonhLKTj,Family Values (with Nina Nesbitt) [Jonasu Remix],6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,2020-11-26,43
single,1IKJACiaXNLRuMZIsZVthu,water,0WK3H9OErSn5zKOkOV5egm,DDG,2020-12-03,1
album,4vuUKI0vh73BF4F85R6dFh,A Mis 80's,4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,2020-12-04,50
album,0yFixxmec99yoUUMPsr6kT,Navidad Con La Regida,0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,2020-12-01,48
single,2jz9qhYEGmkj3fHA7C8nBx,So and So / Areyoudown? Pt. 2,7Hjbimq43OgxaBRpFXic4x,Saba,2020-11-24,56
single,71BFpsrSr3O7bk7GIhl5Nb,little more time,5G9kmDLg3OeUyj8KVBLzbu,mike.,2020-11-26,52
single,39qehWq6fpT3RHSVE2aC6Y,Mateo (For Nest Audio Sessions),4NHQUGzhtTLFvgF5SZesLK,Tove Lo,2020-12-02,49
single,1HsifiywuteSStUutGfkpO,Kissin' In The Cold,66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,2020-12-08,0
single,37vY3scs4ymxAWDoMIUUT5,ALL IN (Korean Ver.),2dIgFjalVxs4ThymZ67YCE,Stray Kids,2020-11-26,47
single,77ouoghU4UrNpO63JWLR2C,LUCID,2KEqzdPS7M5YwGmiuPTdr5,Rina Sawayama,2020-11-25,63
single,2WH3rGNtsmTn3dk0y4kB1c,Weihnachten mit KIDZ BOP,1Vvvx45Apu6dQqwuZQxtgW,Kidz Bop Kids,2020-11-27,28
album,1e5WLWoPFVuqU7migvfZNx,Welcome To 4 Vegas,44IvvHRk2XF243QLA2VOa8,Stunna 4 Vegas,2020-11-27,31
single,41bT6urTGZMbjbO2NmsoCu,dying lately,26JloX1vHxGGrGUVeMItFJ,iamjakehill,2020-11-30,49
album,5yyEzfi4TBlnGiYc7OnaCR,Mozart Winter Nights,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,2020-11-30,52
single,0r8FDyacHzUxHHPRKjjhxt,A.I. With The Braids,0NbfKEOTQCcwd6o7wSDOHI,The Game,2020-11-27,45
single,3YiZkLFhpyZRQNju4VjNyW,Mi Bom Bom,2oQX8QiMXOyuqbcZEFsZfm,El Alfa,2020-12-04,44
single,3dygrCny9zRwSODkRGXV8U,At My Worst (Joel Corry Remix),1W7FNibLa0O0b572tB2w7t,Pink Sweat$,2020-12-04,45
